EXISTING_INFO_ID,PROGRAM_SITE_ID,SITE_TYPE,PROGRAM_NAME,BASIN_NAME,GSA_NAME,GSP_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,URL_SITE,LOCATION_DESCRIPTION,ADDITIONAL_COMMENTS,COUNTY,CREATED_DT,UPDATED_DT
88,"158",Surveying/Benchmark Sites,San Joaquin River Restoration Program,5-022.07 Delta-Mendota,Merced Irrigation-Urban GSA,,SGMA,"Land Subsidence,Land Subsidence",,http://www.restoresjr.net/science/subsidence-monitoring/,,,Madera,01/19/2020 16:19,01/19/2020 16:19
103,BSD,Stream Gage,California Data Exchange Center,5-022.04 Merced,Merced Irrigation-Urban GSA,,SGMA,"Interconnected Surface Waters,Interconnected Surface Waters",,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BSD,,,Merced,01/19/2020 16:19,01/19/2020 16:19
106,EBM,Stream Gage,California Data Exchange Center,5-022.04 Merced,Merced Irrigation-Urban GSA,,SGMA,"Interconnected Surface Waters,Interconnected Surface Waters",,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=EBM,,,Merced,01/19/2020 16:19,01/19/2020 16:19
110,CRS,Stream Gage,California Data Exchange Center,5-022.03 Turlock,Merced Irrigation-Urban GSA,,SGMA,"Interconnected Surface Waters,Interconnected Surface Waters",,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=CRS,,,Merced,01/19/2020 16:19,01/19/2020 16:19
122,2710007-004,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602710007&assigned_name=2710007%2D004&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
128,2702431-001,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602702431&assigned_name=2702431%2D001&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
130,2701202-004,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602701202&assigned_name=2701202%2D004&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
143,2710012-002,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602710012&assigned_name=2710012%2D002&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
154,2710010-019,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602710010&assigned_name=2710010%2D019&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
155,2710010-015,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602710010&assigned_name=2710010%2D015&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
156,2702484-003,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602702484&assigned_name=2702484%2D003&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
172,2701109-001,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602701109&assigned_name=2701109%2D001&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
177,2710005-005,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602710005&assigned_name=2710005%2D005&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
202,AGL020006623-ESCOLLE,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020006623&assigned_name=ESCOLLE&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
209,AGL020002876-R4N W5,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020002876&assigned_name=R4N+W5&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
220,AGC100000001-CCGC_0136,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0136&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
221,AGL020000721-ABRAMS,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020000721&assigned_name=ABRAMS&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
228,AGL020007534-GH19-01,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020007534&assigned_name=GH19%2D01&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
231,AGL020002878-R6_YARD,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020002878&assigned_name=R6%5FYARD&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
239,AGC100000001-CCGC_0059,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0059&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
242,AGL020013410-WELL_OLDDOM,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020013410&assigned_name=WELL%5FOLDDOM&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
251,AGL020002878-R6 W1,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020002878&assigned_name=R6+W1&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
280,AGL020004377-R3PUMP5_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004377&assigned_name=R3PUMP5%5FI&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
283,AGC100000001-CCGC_0137,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0137&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
304,AGL020008426-R19-4,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020008426&assigned_name=R19%2D4&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
314,AGL020008433-R17-33,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020008433&assigned_name=R17%2D33&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
315,AGL020009042-BAJO,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020009042&assigned_name=BAJO&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
318,AGL020002892-AG_MARTIN2,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020002892&assigned_name=AG%5FMARTIN2&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
319,AGL020008405-ROSMASSA_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020008405&assigned_name=ROSMASSA%5FI&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
334,AGL020001183-JENSEN WELL 3,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020001183&assigned_name=JENSEN+WELL+3&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
341,AGL020027805-PEDRAZZI_DOM,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020027805&assigned_name=PEDRAZZI%5FDOM&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
342,AGL020004156-CCGC_0122,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004156&assigned_name=CCGC%5F0122&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
345,AGC100000001-CCGC_0398,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0398&store_num=,,,Monterey,01/21/2020 14:08,01/21/2020 14:08
351,AGL020028005-BUENVIS3_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020028005&assigned_name=BUENVIS3%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
355,AGL020028005-BUENVIS1_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020028005&assigned_name=BUENVIS1%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
357,AGL020005403-CCGC_0023,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020005403&assigned_name=CCGC%5F0023&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
369,AGL020008554-WELL 20,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020008554&assigned_name=WELL+20&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
374,AGL020028215-R31_LEO_W1,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020028215&assigned_name=R31%5FLEO%5FW1&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
375,AGL020004886-LEONARDI,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004886&assigned_name=LEONARDI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
397,AGC100000001-CCGC_0184,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0184&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
400,AGL020007181-WELL #2,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020007181&assigned_name=WELL+%232&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
404,AGL020004282-MUSANL29_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004282&assigned_name=MUSANL29%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
411,AGL020021343-71901,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020021343&assigned_name=71901&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
431,AGL020002893-R17 W1,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020002893&assigned_name=R17+W1&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
445,AGL020017226-WELL 2,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020017226&assigned_name=WELL+2&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
457,AGL020003778-WELL,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020003778&assigned_name=WELL&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
469,AGL020003778-WELL 1,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020003778&assigned_name=WELL+1&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
471,AGC100000001-CCGC_0146,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0146&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
483,AGL020004617-TAFOSTER_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004617&assigned_name=TAFOSTER%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
498,AGL020001239-AW 1,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020001239&assigned_name=AW+1&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
500,AGL020028099-ABE DUAL,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020028099&assigned_name=ABE+DUAL&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
513,AGL020028097-MACHADO IRR,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020028097&assigned_name=MACHADO+IRR&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
520,AGL020004629-TAPORBOT_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004629&assigned_name=TAPORBOT%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
525,AGC100000001-CCGC_0068,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0068&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
531,AGL020004630-TAPORTER_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004630&assigned_name=TAPORTER%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
535,AGL020004578-BARDN1W2_I,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004578&assigned_name=BARDN1W2%5FI&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
537,AGL020000974-CCGC_0031,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020000974&assigned_name=CCGC%5F0031&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
548,AGC100000001-CCGC_0543,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0543&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
560,AGL020004618-CCGC_0070,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004618&assigned_name=CCGC%5F0070&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
563,AGL020002886-R12 W1,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020002886&assigned_name=R12+W1&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
574,AGL020004179-AG_GARIN4,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004179&assigned_name=AG%5FGARIN4&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
577,AGL020017663-CCGC_0118,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020017663&assigned_name=CCGC%5F0118&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
607,AGL020001225-HARDEN DOM,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020001225&assigned_name=HARDEN+DOM&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
